defined_class	defined_class_label	participant	participant_label
http://purl.obolibrary.org/obo/GO_0019263	adamantanone catabolic process	http://purl.obolibrary.org/obo/CHEBI_40611	adamantanone
http://purl.obolibrary.org/obo/GO_0006146	adenine catabolic process	http://purl.obolibrary.org/obo/CHEBI_16708	adenine
http://purl.obolibrary.org/obo/GO_1901911	adenosine 5'-(hexahydrogen pentaphosphate) catabolic process	http://purl.obolibrary.org/obo/CHEBI_63813	adenosine 5'-pentaphosphate(6-)
http://purl.obolibrary.org/obo/GO_0006154	adenosine catabolic process	http://purl.obolibrary.org/obo/CHEBI_16335	adenosine
http://purl.obolibrary.org/obo/GO_0046223	aflatoxin catabolic process	http://purl.obolibrary.org/obo/CHEBI_22271	aflatoxin
http://purl.obolibrary.org/obo/GO_0006524	alanine catabolic process	http://purl.obolibrary.org/obo/CHEBI_66916	alanine zwitterion
http://purl.obolibrary.org/obo/GO_0046164	alcohol catabolic process	http://purl.obolibrary.org/obo/CHEBI_30879	alcohol
http://purl.obolibrary.org/obo/GO_0019579	aldaric acid catabolic process	http://purl.obolibrary.org/obo/CHEBI_22289	aldaric acid anion
http://purl.obolibrary.org/obo/GO_0046185	aldehyde catabolic process	http://purl.obolibrary.org/obo/CHEBI_17478	aldehyde
http://purl.obolibrary.org/obo/GO_0019405	alditol catabolic process	http://purl.obolibrary.org/obo/CHEBI_17522	alditol
http://purl.obolibrary.org/obo/GO_0046176	aldonic acid catabolic process	http://purl.obolibrary.org/obo/CHEBI_22299	aldonate
http://purl.obolibrary.org/obo/GO_0032343	aldosterone catabolic process	http://purl.obolibrary.org/obo/CHEBI_27584	aldosterone
http://purl.obolibrary.org/obo/GO_0042122	alginic acid catabolic process	http://purl.obolibrary.org/obo/CHEBI_58187	alginate
http://purl.obolibrary.org/obo/GO_0009822	alkaloid catabolic process	http://purl.obolibrary.org/obo/CHEBI_22315	alkaloid
http://purl.obolibrary.org/obo/GO_0043448	alkane catabolic process	http://purl.obolibrary.org/obo/CHEBI_18310	alkane
http://purl.obolibrary.org/obo/GO_0046306	alkanesulfonate catabolic process	http://purl.obolibrary.org/obo/CHEBI_134249	alkanesulfonate oxoanion
