CHEBI	CHEBI_PH7_3	ORIGIN
100510	100510	computation
100511	100511	computation
100513	100513	computation
100517	100517	computation
100518	100518	computation
100519	100519	computation
100520	100520	computation
100521	100521	computation
100522	100522	computation
100523	100523	computation
100524	100524	computation
100526	100526	computation
100527	100527	computation
100530	100530	computation
100532	100532	computation
100533	100533	computation
100534	100534	computation
100538	100538	computation
100541	100541	computation
100542	100542	computation
100543	100543	computation
100545	100545	computation
100547	100547	computation
100548	100548	computation
100551	100551	computation
100553	100553	computation
100554	100554	computation
100555	100555	computation
100556	100556	computation
100557	100557	computation
100559	100559	computation
100561	100561	computation
100562	100562	computation
100563	100563	computation
100565	100565	computation
100566	100566	computation
100568	100568	computation
100570	100570	computation
100571	100571	computation
100572	100572	computation
100573	100573	computation
100574	100574	computation
100575	100575	computation
100576	100576	computation
100577	100577	computation
100578	100578	computation
100580	100580	computation
100583	100583	computation
100585	100585	computation
100588	100588	computation
100589	100589	computation
100593	100593	computation
100594	100594	computation
100595	100595	computation
100600	100600	computation
100601	100601	computation
100603	100603	computation
100605	100605	computation
100606	100606	computation
100607	100607	computation
100610	100610	computation
100613	100613	computation
100614	100614	computation
100616	100616	computation
100617	100617	computation
100619	100619	computation
100621	100621	computation
100622	100622	computation
100623	100623	computation
100624	100624	computation
100628	100628	computation
100629	100629	computation
100630	100630	computation
100631	100631	computation
100632	100632	computation
100634	100634	computation
100635	100635	computation
100638	100638	computation
100640	100640	computation
100641	100641	computation
100642	100642	computation
100645	100645	computation
100646	100646	computation
100648	100648	computation
100649	100649	computation
100650	100650	computation
100651	100651	computation
100652	100652	computation
100653	100653	computation
100654	100654	computation
100658	100658	computation
100659	100659	computation
100661	100661	computation
100664	100664	computation
100665	100665	computation
100666	100666	computation
100667	100667	computation
100668	100668	computation
100669	100669	computation
100670	100670	computation
100672	100672	computation
100673	100673	computation
100676	100676	computation
100677	100677	computation
100680	100680	computation
100681	100681	computation
100686	100686	computation
100687	100687	computation
100691	100691	computation
100694	100694	computation
100695	100695	computation
100697	100697	computation
100699	100699	computation
100700	100700	computation
100701	100701	computation
100702	100702	computation
100703	100703	computation
100705	100705	computation
100708	100708	computation
100709	100709	computation
100710	100710	computation
100711	100711	computation
100712	100712	computation
100713	100713	computation
100715	100715	computation
100720	100720	computation
100721	100721	computation
100724	100724	computation
100725	100725	computation
100727	100727	computation
100729	100729	computation
100730	100730	computation
100731	100731	computation
100732	100732	computation
100733	100733	computation
100735	100735	computation
100736	100736	computation
100737	100737	computation
100738	100738	computation
100739	100739	computation
100740	100740	computation
100741	100741	computation
100742	100742	computation
100743	100743	computation
100744	100744	computation
100746	100746	computation
100747	100747	computation
100749	100749	computation
100750	100750	computation
100751	100751	computation
100752	100752	computation
100754	100754	computation
100755	100755	computation
100756	100756	computation
100759	100759	computation
100760	100760	computation
100761	100761	computation
100763	100763	computation
100765	100765	computation
100767	100767	computation
100769	100769	computation
100771	100771	computation
100773	100773	computation
100776	100776	computation
100777	100777	computation
100779	100779	computation
100780	100780	computation
100781	100781	computation
100782	100782	computation
100783	100783	computation
100784	100784	computation
100785	100785	computation
100786	100786	computation
100789	100789	computation
100792	100792	computation
100794	100794	computation
100795	100795	computation
100796	100796	computation
100797	100797	computation
100798	100798	computation
100799	100799	computation
100801	100801	computation
100802	100802	computation
100804	100804	computation
100805	100805	computation
100808	100808	computation
100809	100809	computation
100810	100810	computation
100812	100812	computation
100814	100814	computation
100815	100815	computation
100816	100816	computation
100817	100817	computation
100819	100819	computation
100820	100820	computation
100822	100822	computation
100823	100823	computation
100825	100825	computation
100826	100826	computation
100827	100827	computation
100829	100829	computation
100831	100831	computation
100834	100834	computation
100835	100835	computation
100836	100836	computation
100837	100837	computation
100840	100840	computation
100841	100841	computation
100842	100842	computation
100844	100844	computation
100845	100845	computation
100846	100846	computation
100847	100847	computation
100848	100848	computation
100849	100849	computation
100850	100850	computation
100851	100851	computation
100852	100852	computation
100853	100853	computation
100854	100854	computation
100858	100858	computation
100859	100859	computation
100862	100862	computation
100863	100863	computation
100866	100866	computation
100868	100868	computation
100869	100869	computation
100870	100870	computation
100873	100873	computation
100874	100874	computation
100876	100876	computation
100878	100878	computation
100879	100879	computation
100880	100880	computation
100881	100881	computation
100883	100883	computation
100884	100884	computation
100889	100889	computation
100890	100890	computation
100891	100891	computation
100894	100894	computation
100895	100895	computation
100897	100897	computation
100898	100898	computation
100899	100899	computation
100902	100902	computation
100904	100904	computation
100905	100905	computation
100907	100907	computation
100908	100908	computation
100909	100909	computation
100910	100910	computation
100911	100911	computation
100915	100915	computation
100917	100917	computation
100922	100922	computation
100923	100923	computation
100924	100924	computation
100925	100925	computation
100929	100929	computation
100930	100930	computation
100931	100931	computation
100932	100932	computation
100933	100933	computation
100936	100936	computation
100937	100937	computation
100938	100938	computation
100939	100939	computation
100940	100940	computation
100941	100941	computation
100944	100944	computation
100947	100947	computation
100948	100948	computation
100950	100950	computation
100951	100951	computation
100952	100952	computation
100954	100954	computation
100955	100955	computation
100956	100956	computation
100958	100958	computation
100959	100959	computation
100960	100960	computation
100962	100962	computation
100963	100963	computation
100965	100965	computation
100966	100966	computation
100968	100968	computation
100969	100969	computation
100971	100971	computation
100972	100972	computation
100973	100973	computation
100974	100974	computation
100976	100976	computation
100977	100977	computation
100978	100978	computation
100980	100980	computation
100983	100983	computation
100984	100984	computation
100987	100987	computation
100988	100988	computation
100989	100989	computation
100991	100991	computation
100994	100994	computation
100995	100995	computation
100996	100996	computation
100998	100998	computation
100999	100999	computation
101001	101001	computation
101002	101002	computation
101005	101005	computation
101006	101006	computation
101007	101007	computation
101008	101008	computation
101009	101009	computation
101010	101010	computation
101011	101011	computation
101013	101013	computation
101014	101014	computation
101015	101015	computation
101016	101016	computation
101017	101017	computation
101019	101019	computation
101020	101020	computation
101022	101022	computation
101025	101025	computation
101027	101027	computation
101028	101028	computation
101029	101029	computation
101033	101033	computation
101035	101035	computation
101038	101038	computation
101041	101041	computation
101042	101042	computation
101043	101043	computation
101044	101044	computation
101046	101046	computation
101047	101047	computation
101049	101049	computation
101051	101051	computation
101052	101052	computation
101053	101053	computation
101055	101055	computation
101056	101056	computation
101058	101058	computation
101060	101060	computation
101061	101061	computation
101064	101224	computation
101066	101066	computation
101067	101067	computation
101069	101069	computation
101071	101071	computation
101072	101072	computation
101073	101073	computation
101077	101077	computation
101078	101078	computation
101079	101079	computation
101080	101080	computation
101081	101081	computation
101083	101083	computation
101084	101084	computation
101085	101085	computation
101091	101091	computation
101093	101093	computation
101094	101094	computation
101095	101095	computation
101096	101096	computation
101097	101224	computation
101098	101098	computation
101100	101100	computation
101101	101101	computation
101104	101104	computation
101105	101105	computation
101106	101106	computation
101108	101108	computation
101109	101109	computation
101112	101112	computation
101113	101113	computation
101115	101115	computation
101118	101118	computation
101119	101119	computation
101120	101120	computation
101121	101121	computation
101122	101122	computation
101123	101123	computation
101124	101124	computation
101125	101125	computation
101127	101127	computation
101128	101128	computation
101130	101130	computation
101131	101131	computation
101132	101132	computation
101133	101133	computation
101136	101136	computation
101138	101138	computation
101140	101140	computation
101141	101141	computation
101143	101143	computation
101144	101144	computation
101145	101145	computation
101150	101150	computation
101151	101151	computation
101152	101152	computation
101153	101153	computation
101154	101154	computation
101155	101155	computation
101156	101156	computation
101157	101157	computation
101158	101158	computation
101159	101159	computation
101160	101160	computation
101161	101161	computation
101162	101162	computation
101163	101163	computation
101164	101164	computation
101168	101168	computation
101169	101169	computation
101170	101170	computation
101171	101171	computation
101175	101175	computation
101176	101176	computation
101178	101178	computation
101180	101180	computation
101181	101181	computation
101182	101182	computation
101183	101183	computation
101184	101184	computation
101187	101187	computation
101189	101189	computation
101190	101190	computation
101193	101193	computation
101196	101196	computation
101197	101197	computation
101198	101198	computation
101199	101199	computation
101201	101201	computation
101203	101203	computation
101204	101204	computation
101206	101206	computation
101207	101207	computation
101210	101210	computation
101211	101211	computation
101212	101212	computation
101214	101214	computation
101215	101215	computation
101216	101216	computation
101217	101217	computation
101220	101220	computation
101221	101221	computation
101222	101222	computation
101224	101224	computation
101225	101225	computation
101227	101227	computation
101229	101229	computation
101231	101231	computation
101233	101233	computation
101234	101234	computation
101236	101236	computation
101237	101237	computation
101238	101238	computation
101240	101240	computation
101241	101241	computation
101242	101242	computation
101243	101243	computation
101246	101246	computation
101247	101247	computation
101248	101248	computation
101249	101249	computation
101251	101251	computation
101252	101252	computation
101253	101253	computation
101255	101255	computation
101259	101259	computation
101260	101260	computation
101261	101261	computation
101264	101264	computation
101265	101265	computation
101266	101266	computation
101268	101268	computation
101269	101269	computation
101273	101273	computation
101276	101276	computation
101278	82812	computation
101280	101280	computation
101281	101281	computation
101282	101282	computation
101283	101283	computation
101284	101284	computation
101285	101285	computation
101286	101286	computation
101288	101288	computation
101289	101289	computation
101291	101291	computation
101292	101292	computation
101296	101296	computation
101298	101298	computation
101299	101299	computation
101303	101303	computation
101306	101306	computation
101308	101308	computation
101310	101310	computation
101311	101311	computation
101312	101312	computation
101313	101313	computation
101315	101315	computation
101316	101316	computation
101317	101317	computation
101321	101321	computation
101323	101323	computation
101324	101324	computation
101325	101325	computation
101326	101326	computation
101327	101327	computation
101328	101328	computation
101329	101329	computation
101330	101330	computation
101331	101331	computation
101335	101335	computation
101337	101337	computation
101339	101339	computation
101340	101340	computation
101341	101341	computation
101342	101342	computation
101343	101343	computation
101344	101344	computation
101345	101345	computation
101346	101346	computation
101348	101348	computation
101349	101349	computation
101350	101350	computation
101351	101351	computation
101352	101352	computation
101355	101355	computation
101356	101356	computation
101358	101358	computation
101359	101359	computation
101360	101360	computation
101361	101361	computation
101362	101362	computation
101364	101364	computation
101365	101365	computation
101366	101366	computation
101367	101367	computation
101371	101371	computation
101375	101375	computation
101376	101376	computation
101377	101377	computation
101379	101379	computation
101381	101381	computation
101382	101382	computation
101383	101383	computation
101385	101385	computation
101388	101388	computation
101390	101390	computation
101391	101391	computation
101393	101393	computation
101394	101394	computation
101396	101396	computation
101397	101397	computation
101398	101398	computation
101399	101399	computation
101401	101401	computation
101402	101402	computation
101403	101403	computation
101406	101406	computation
101408	101408	computation
101409	101409	computation
101410	101410	computation
101413	101413	computation
101417	101417	computation
101418	101418	computation
101419	101419	computation
101420	101420	computation
101422	101422	computation
101424	101424	computation
101425	101425	computation
101427	101427	computation
101428	101428	computation
101429	101429	computation
101430	101430	computation
101432	101432	computation
101433	101433	computation
101434	101434	computation
101435	101435	computation
101443	101443	computation
101444	101444	computation
101445	101445	computation
101449	101449	computation
101450	101450	computation
101451	101451	computation
101452	101452	computation
101453	101453	computation
101454	101454	computation
101455	101455	computation
101456	101456	computation
101457	101457	computation
101459	101459	computation
101460	101460	computation
101462	101462	computation
101463	101463	computation
101464	101464	computation
101465	101465	computation
101467	101467	computation
101469	101469	computation
101472	101472	computation
101477	101477	computation
101482	101482	computation
101484	101484	computation
101485	101485	computation
101486	101486	computation
101488	101488	computation
101489	101489	computation
101492	101492	computation
101494	101494	computation
101496	101496	computation
101497	101497	computation
101498	101498	computation
101500	101500	computation
101502	101502	computation
101503	101503	computation
101504	101504	computation
101506	101506	computation
101507	101507	computation
101508	101508	computation
101509	101509	computation
101510	101510	computation
101511	101511	computation
101514	101514	computation
101515	101515	computation
101517	101517	computation
101518	101518	computation
101519	101519	computation
101520	101520	computation
101521	101521	computation
101522	101522	computation
101523	101523	computation
101525	101525	computation
101526	101526	computation
101528	101528	computation
101532	101532	computation
101536	101536	computation
101537	101537	computation
101539	101539	computation
101541	101541	computation
101542	101542	computation
101543	101543	computation
101544	101544	computation
101551	101551	computation
101552	101552	computation
101553	101553	computation
101556	101556	computation
101557	101557	computation
101558	101558	computation
101559	101559	computation
101560	101560	computation
101561	101561	computation
101564	101564	computation
101565	101565	computation
101567	101567	computation
101568	101568	computation
101569	101569	computation
101571	101571	computation
101573	101573	computation
101574	101574	computation
101575	101575	computation
101577	101577	computation
101578	101578	computation
101580	101580	computation
101582	101582	computation
101584	101584	computation
101585	101585	computation
101586	101586	computation
101587	101587	computation
101588	101588	computation
101589	101589	computation
101590	101590	computation
101592	101592	computation
101594	101594	computation
101595	101595	computation
101597	101597	computation
101598	101598	computation
101599	101599	computation
101600	101600	computation
101601	101601	computation
101603	101603	computation
101604	101604	computation
101605	101605	computation
101607	101607	computation
101608	101608	computation
101611	101611	computation
101613	101613	computation
101614	101614	computation
101616	101616	computation
101617	101617	computation
101619	101619	computation
101621	101621	computation
101624	101624	computation
101627	101627	computation
101628	101628	computation
101630	101630	computation
101631	101631	computation
101633	101633	computation
101634	101634	computation
101636	101636	computation
101637	101637	computation
101638	101638	computation
101639	101639	computation
101640	101640	computation
101648	101648	computation
101649	101649	computation
101650	101650	computation
101651	101651	computation
101653	101653	computation
101654	101654	computation
101655	101655	computation
101656	101656	computation
101657	101657	computation
101658	101658	computation
101659	101659	computation
101660	101660	computation
101663	101663	computation
101664	101664	computation
101665	101665	computation
101666	101666	computation
101667	101667	computation
101668	101668	computation
101669	101669	computation
101670	101670	computation
101671	101671	computation
101672	101672	computation
101676	101676	computation
101678	101678	computation
101679	101679	computation
101680	101680	computation
101681	101681	computation
101682	101682	computation
101683	101683	computation
101684	101684	computation
101685	101685	computation
101687	101687	computation
101689	101689	computation
101690	101690	computation
101692	101692	computation
101694	101694	computation
101698	101698	computation
101699	101699	computation
101701	101701	computation
101704	101704	computation
101706	101706	computation
101707	101707	computation
101709	101709	computation
101713	101713	computation
101716	101716	computation
101717	101717	computation
101718	101718	computation
101719	101719	computation
101721	101721	computation
101722	101722	computation
101723	101723	computation
101724	101724	computation
101725	101725	computation
101729	101729	computation
101730	101730	computation
101733	101733	computation
101736	101736	computation
101737	101737	computation
101741	101741	computation
101742	101742	computation
101743	101743	computation
101744	101744	computation
101748	101748	computation
101749	101749	computation
101750	101750	computation
101751	101751	computation
101755	101755	computation
101756	101756	computation
101757	101757	computation
101759	101759	computation
101760	101760	computation
101761	101761	computation
101762	101762	computation
101763	101763	computation
101765	101765	computation
101766	101766	computation
101767	101767	computation
101768	101768	computation
101769	101769	computation
101770	101770	computation
101771	101771	computation
101772	101772	computation
101773	101773	computation
101774	101774	computation
101775	101775	computation
101776	101776	computation
101777	101777	computation
101778	101778	computation
101779	101779	computation
101780	101780	computation
101781	101781	computation
101782	101782	computation
101783	101783	computation
101784	101784	computation
101785	101785	computation
101786	101786	computation
101787	101787	computation
101788	101788	computation
101789	101789	computation
101790	101790	computation
101791	101791	computation
101792	101792	computation
101794	101794	computation
101795	101795	computation
101796	101796	computation
101797	101797	computation
101799	101799	computation
101800	101800	computation
101802	101802	computation
101803	101803	computation
101804	101804	computation
101805	101805	computation
101806	101806	computation
101807	101807	computation
101808	101808	computation
101809	101809	computation
101810	101810	computation
101811	101811	computation
101814	101814	computation
101824	101824	computation
101825	101825	computation
101826	101826	computation
101827	101827	computation
101828	101828	computation
101830	101830	computation
101833	101833	computation
101836	101836	computation
101839	101839	computation
101840	101840	computation
101841	101841	computation
101843	101843	computation
101844	101844	computation
101846	101846	computation
101847	101847	computation
101848	101848	computation
101850	101850	computation
101851	101851	computation
101855	101855	computation
101858	101858	computation
101860	101860	computation
101861	101861	computation
101862	101862	computation
101863	101863	computation
101865	101865	computation
101867	101867	computation
101868	101868	computation
101869	101869	computation
101870	101870	computation
101871	101871	computation
101872	101872	computation
101873	101873	computation
101875	101875	computation
101876	101876	computation
101877	101877	computation
101878	101878	computation
101880	101880	computation
101881	101881	computation
101882	101882	computation
101883	101883	computation
101884	101884	computation
101887	101887	computation
101888	101888	computation
101889	101889	computation
101892	101892	computation
101898	101898	computation
101903	101903	computation
101904	101904	computation
101905	101905	computation
101906	101906	computation
101909	101909	computation
101910	101910	computation
101911	101911	computation
101912	101912	computation
101913	101913	computation
101914	101914	computation
101916	101916	computation
101917	101917	computation
101918	101918	computation
101919	101919	computation
101920	101920	computation
101923	101923	computation
101927	101927	computation
101930	101930	computation
101932	101932	computation
101935	101935	computation
101936	101936	computation
101937	101937	computation
101938	101938	computation
101940	101940	computation
101941	101941	computation
101943	101943	computation
101944	101944	computation
101945	101945	computation
101946	101946	computation
101947	101947	computation
101949	101949	computation
101950	101950	computation
101952	101952	computation
101953	101953	computation
101954	101954	computation
101955	101955	computation
101957	101957	computation
101958	101958	computation
101960	101960	computation
101961	101961	computation
101962	101962	computation
101964	101964	computation
101965	101965	computation
101966	101966	computation
101968	101968	computation
101969	101969	computation
101970	101970	computation
101971	101971	computation
101972	101972	computation
101974	101974	computation
101976	101976	computation
101978	101978	computation
101979	101979	computation
101981	101981	computation
101982	101982	computation
101983	101983	computation
101984	101984	computation
101985	101985	computation
101987	101987	computation
101991	101991	computation
101993	101993	computation
101994	101994	computation
101995	101995	computation
101997	101997	computation
101999	101999	computation
102002	102002	computation
102005	102005	computation
102007	102007	computation
102008	102008	computation
102009	102009	computation
102010	102010	computation
102011	102011	computation
102012	102012	computation
102013	102013	computation
102015	102015	computation
102017	102017	computation
102019	102019	computation
102020	102020	computation
102023	102023	computation
102024	102024	computation
102025	102025	computation
102027	102027	computation
102028	102028	computation
102029	102029	computation
102030	102030	computation
102032	102032	computation
102033	102033	computation
102034	102034	computation
102035	102035	computation
102036	102036	computation
102037	102037	computation
102038	102038	computation
102040	102040	computation
102042	102042	computation
102043	102043	computation
102044	102044	computation
102045	102045	computation
102048	102048	computation
102050	102050	computation
102051	102051	computation
102052	102052	computation
102053	102053	computation
102054	102054	computation
102055	102055	computation
102056	102056	computation
102057	102057	computation
102059	102059	computation
102061	102061	computation
102063	102063	computation
102064	102064	computation
102065	102065	computation
102068	102068	computation
102069	102069	computation
102070	102070	computation
102071	102071	computation
102072	102072	computation
102073	102073	computation
102074	102074	computation
102075	102075	computation
102076	102076	computation
102077	102077	computation
102078	102078	computation
102080	102080	computation
102082	102082	computation
102083	102083	computation
102084	102084	computation
102085	102085	computation
102086	102086	computation
102090	102090	computation
102091	102091	computation
102093	102093	computation
102096	102096	computation
102097	102097	computation
102099	102099	computation
102101	102101	computation
102102	102102	computation
102103	102103	computation
102104	102104	computation
102106	102106	computation
102107	102107	computation
102111	102111	computation
102112	102112	computation
102114	102114	computation
102120	102120	computation
102121	102121	computation
102122	102122	computation
102125	102125	computation
102127	102127	computation
102128	102128	computation
102131	102131	computation
102133	102133	computation
102134	102134	computation
102137	102137	computation
102138	102138	computation
102139	102139	computation
102141	102141	computation
102142	102142	computation
102143	102143	computation
102144	102144	computation
102145	102145	computation
102146	102146	computation
102147	102147	computation
102148	102148	computation
102149	102149	computation
102150	102150	computation
102151	102151	computation
102152	102152	computation
102153	102153	computation
102154	102154	computation
102157	102157	computation
102158	102158	computation
102159	102159	computation
102160	102160	computation
102161	102161	computation
102162	102162	computation
102163	102163	computation
102164	102164	computation
102165	102165	computation
102166	61485	computation
102167	102167	computation
102169	102169	computation
102170	102170	computation
102172	102172	computation
102173	102173	computation
102174	102174	computation
102175	102175	computation
102176	102176	computation
102177	102177	computation
102179	102179	computation
102180	102180	computation
102182	102182	computation
102184	102184	computation
102185	102185	computation
102186	102186	computation
102188	102188	computation
102189	102189	computation
102190	102190	computation
102191	102191	computation
102192	102192	computation
102195	102195	computation
102196	102196	computation
102198	102198	computation
102200	102200	computation
102202	102202	computation
102203	102203	computation
102205	102205	computation
102206	102206	computation
102207	102207	computation
102209	102209	computation
102210	102210	computation
102211	102211	computation
102212	102212	computation
102213	102213	computation
102214	102214	computation
102215	102215	computation
102216	102216	computation
102218	102218	computation
102219	102219	computation
102222	102222	computation
102223	102223	computation
102224	102224	computation
102225	102225	computation
102227	102227	computation
102229	102229	computation
102231	102231	computation
102234	102234	computation
102236	102236	computation
102238	102238	computation
102239	102239	computation
102241	102241	computation
102242	102242	computation
102243	102243	computation
102245	102245	computation
102246	102246	computation
102249	102249	computation
102251	102251	computation
102252	102252	computation
102253	102253	computation
102254	102254	computation
102255	102255	computation
102258	102258	computation
102260	102260	computation
102261	102261	computation
102262	102262	computation
102263	102263	computation
102267	102267	computation
102268	102268	computation
102270	102270	computation
102272	102272	computation
102273	102273	computation
102274	102274	computation
102275	102275	computation
102277	102277	computation
102278	102278	computation
102279	102279	computation
102280	102280	computation
102281	102281	computation
102282	102282	computation
102284	102284	computation
102286	102286	computation
102287	102287	computation
102289	102289	computation
102290	102290	computation
102291	102291	computation
102292	102292	computation
102294	102294	computation
102295	102295	computation
102296	102296	computation
102297	102297	computation
102298	102298	computation
102299	102299	computation
102301	102301	computation
102302	102302	computation
102303	102303	computation
102304	102304	computation
102306	102306	computation
102307	102307	computation
102308	102308	computation
102310	102310	computation
102311	102311	computation
102312	102312	computation
102314	102314	computation
102315	102315	computation
102316	102316	computation
102321	102321	computation
102325	102325	computation
102326	102326	computation
102328	102328	computation
102330	102330	computation
102332	102332	computation
102335	102335	computation
102336	102336	computation
102337	102337	computation
102338	102338	computation
102339	102339	computation
102340	102340	computation
102341	102341	computation
102342	102342	computation
102345	102345	computation
102347	102347	computation
102348	102348	computation
102349	102349	computation
102352	102352	computation
102353	102353	computation
102354	102354	computation
102357	102357	computation
102358	102358	computation
102359	102359	computation
102361	102361	computation
102362	102362	computation
102363	102363	computation
102365	102365	computation
102366	102366	computation
102369	102369	computation
102373	102373	computation
102375	102375	computation
102376	102376	computation
102377	102377	computation
102378	102378	computation
102379	102379	computation
102380	102380	computation
102381	102381	computation
102383	102383	computation
102385	102385	computation
102386	102386	computation
102388	102388	computation
102389	102389	computation
102390	102390	computation
102392	102392	computation
102393	102393	computation
102395	102395	computation
102397	102397	computation
102398	102398	computation
102399	102399	computation
102400	102400	computation
102401	102401	computation
102403	102403	computation
102404	102404	computation
102405	102405	computation
102408	102408	computation
102409	102409	computation
102410	102410	computation
102411	102411	computation
102412	102412	computation
102414	102414	computation
102415	102415	computation
102416	102416	computation
102417	102417	computation
102418	102418	computation
102419	102419	computation
102420	102420	computation
102421	102421	computation
102422	102422	computation
102423	102423	computation
102424	102424	computation
102425	102425	computation
102426	102426	computation
102430	102430	computation
102431	102431	computation
102432	102432	computation
102434	102434	computation
102435	102435	computation
102436	102436	computation
102437	102437	computation
102438	102438	computation
102443	102443	computation
102444	102444	computation
102445	102445	computation
102447	102447	computation
102448	102448	computation
102450	102450	computation
102452	102452	computation
102454	102454	computation
102455	102455	computation
102457	102457	computation
102458	102458	computation
102459	102459	computation
102460	102460	computation
102462	102462	computation
102463	102463	computation
102468	102468	computation
102472	102472	computation
102473	102473	computation
102474	102474	computation
102475	102475	computation
102476	102476	computation
102477	102477	computation
102478	102478	computation
102481	102481	computation
102483	102483	computation
102486	102486	computation
102489	102489	computation
102491	102491	computation
102492	102492	computation
102493	102493	computation
102496	102496	computation
102497	102497	computation
102502	102502	computation
102503	102503	computation
102504	102504	computation
102505	102505	computation
102507	102507	computation
102508	102508	computation
102509	102509	computation
102510	102510	computation
102511	102511	computation
102512	102512	computation
102513	102513	computation
102514	102514	computation
102515	102515	computation
102518	102518	computation
102519	102519	computation
102521	102521	computation
102524	102524	computation
102525	102525	computation
102526	102526	computation
102528	102528	computation
102529	102529	computation
102530	102530	computation
102531	102531	computation
102533	102533	computation
102534	102534	computation
102538	102538	computation
102540	102540	computation
102541	102541	computation
102542	102542	computation
102543	102543	computation
102545	102545	computation
102546	102546	computation
102548	102548	computation
102549	102549	computation
102551	102551	computation
102553	102553	computation
102554	102554	computation
102555	102555	computation
102556	102556	computation
102557	102557	computation
102560	102560	computation
102561	102561	computation
102562	102562	computation
102563	102563	computation
102564	102564	computation
102565	102565	computation
102566	102566	computation
102567	102567	computation
102569	102569	computation
102570	102570	computation
102571	102571	computation
102572	102572	computation
102573	102573	computation
102574	102574	computation
102575	102575	computation
102578	102578	computation
102580	102580	computation
102582	102582	computation
102583	102583	computation
102584	102584	computation
102585	102585	computation
102586	102586	computation
102587	102587	computation
102588	102588	computation
102591	102591	computation
102592	102592	computation
102595	102595	computation
102597	102597	computation
102598	102598	computation
102600	102600	computation
102601	102601	computation
102602	102602	computation
102603	102603	computation
102605	102605	computation
102606	102606	computation
102607	102607	computation
102609	102609	computation
102613	102613	computation
102616	102616	computation
102618	102618	computation
102619	102619	computation
102620	102620	computation
102622	102622	computation
102623	102623	computation
102626	102626	computation
102627	102627	computation
102628	102628	computation
102629	102629	computation
102631	102631	computation
102633	102633	computation
102634	102634	computation
102636	102636	computation
102637	102637	computation
102638	102638	computation
102639	102639	computation
102640	102640	computation
102641	102641	computation
102645	102645	computation
102646	102646	computation
102647	102647	computation
102648	102648	computation
102649	102649	computation
102651	102651	computation
102652	102652	computation
102654	102654	computation
102655	102655	computation
102656	102656	computation
102657	102657	computation
102659	102659	computation
102660	102660	computation
102662	102662	computation
102663	102663	computation
102664	102664	computation
102665	102665	computation
102670	102670	computation
102671	102671	computation
102672	102672	computation
102674	102674	computation
102675	102675	computation
102678	102678	computation
102685	102685	computation
102686	102686	computation
102687	102687	computation
102688	102688	computation
102689	102689	computation
102690	102690	computation
102691	102691	computation
102692	102692	computation
102695	102695	computation
102696	102696	computation
102697	102697	computation
102698	102698	computation
102700	102700	computation
102702	102702	computation
102706	102706	computation
102708	102708	computation
102709	102709	computation
102711	102711	computation
102712	102712	computation
102714	102714	computation
102715	102715	computation
102717	102717	computation
102719	102719	computation
102722	102722	computation
102723	102723	computation
102724	102724	computation
102725	102725	computation
102726	102726	computation
102727	102727	computation
102728	102728	computation
102729	102729	computation
102730	102730	computation
102732	102732	computation
102735	102735	computation
102736	102736	computation
102737	102737	computation
102739	102739	computation
102740	102740	computation
102741	102741	computation
102742	102742	computation
102743	102743	computation
102744	102744	computation
102745	102745	computation
102746	102746	computation
102747	102747	computation
102748	102748	computation
102749	102749	computation
102750	102750	computation
102751	102751	computation
102752	102752	computation
102753	102753	computation
102754	102754	computation
102755	102755	computation
102756	102756	computation
102757	102757	computation
102758	102758	computation
102759	102759	computation
102760	102760	computation
102761	102761	computation
102762	102762	computation
102763	102763	computation
102765	102765	computation
102766	102766	computation
102767	102767	computation
102769	102769	computation
102773	102773	computation
102774	102774	computation
102775	102775	computation
102777	102777	computation
102779	102779	computation
102782	102782	computation
102783	102783	computation
102786	102786	computation
102787	102787	computation
102789	102789	computation
102790	102790	computation
102791	102791	computation
102793	102793	computation
102794	102794	computation
102796	102796	computation
102797	102797	computation
102798	102798	computation
102799	102799	computation
102800	102800	computation
102801	102801	computation
102803	102803	computation
102805	102805	computation
102806	102806	computation
102807	102807	computation
102809	102809	computation
102810	102810	computation
102811	102811	computation
102814	102814	computation
102816	102816	computation
102817	102817	computation
102818	102818	computation
102819	102819	computation
102820	102820	computation
102821	102821	computation
102822	102822	computation
102823	102823	computation
102824	102824	computation
102825	102825	computation
102827	102827	computation
102830	102830	computation
102831	102831	computation
102832	102832	computation
102833	102833	computation
102834	102834	computation
102836	102836	computation
102838	102838	computation
102841	102841	computation
102842	102842	computation
102843	102843	computation
102845	102845	computation
102846	102846	computation
102847	102847	computation
102848	102848	computation
102849	102849	computation
102850	102850	computation
102851	102851	computation
102852	102852	computation
102853	102853	computation
102854	102854	computation
102855	102855	computation
102857	102857	computation
102859	102859	computation
102860	102860	computation
102861	102861	computation
102863	102863	computation
102864	102864	computation
102865	102865	computation
102866	102866	computation
102867	102867	computation
102868	102868	computation
102869	102869	computation
102875	102875	computation
102876	102876	computation
102879	102879	computation
102880	102880	computation
102882	102882	computation
102884	102884	computation
102885	102885	computation
102886	102886	computation
102888	102888	computation
102891	102891	computation
102892	102892	computation
102894	102894	computation
102895	102895	computation
102896	102896	computation
102899	102899	computation
102900	102900	computation
102902	102902	computation
102903	102903	computation
102905	102905	computation
102907	102907	computation
102908	102908	computation
102909	102909	computation
102912	102912	computation
102913	102913	computation
102914	102914	computation
102915	102915	computation
102916	102916	computation
