CHEBI	CHEBI_PH7_3	ORIGIN
6073	6073	computation
6076	6076	computation
6077	6077	computation
6078	6078	computation
6082	6082	computation
6083	6083	computation
6084	6084	computation
6085	6085	computation
6086	6086	computation
6087	6087	computation
6090	6090	computation
6091	6091	computation
6093	6093	computation
6094	6094	computation
6095	6095	computation
6097	6097	computation
6098	6098	computation
6101	6101	computation
6109	58214	computation
6110	6110	computation
6111	6111	computation
6114	6114	computation
6115	6115	computation
6116	6116	computation
6117	6117	computation
6118	6118	computation
6123	183638	computation
6129	76229	computation
6130	76229	computation
6133	6133	computation
6134	6134	computation
6137	6137	computation
6142	6142	computation
6149	77458	computation
6151	62612	computation
6177	6177	computation
6178	6178	computation
6182	6182	computation
6213	71406	computation
6268	145753	computation
6270	189646	computation
6277	189645	computation
6307	58926	computation
6331	6331	computation
6338	6338	computation
6339	6339	computation
6342	6342	computation
6347	6347	computation
6348	6348	computation
6350	6350	computation
6357	6357	computation
6358	6358	computation
6359	6359	computation
6360	6360	computation
6362	6362	computation
6365	6365	computation
6367	6367	computation
6371	6371	computation
6372	6372	computation
6375	6375	computation
6376	6376	computation
6380	6380	computation
6381	6381	computation
6384	6384	computation
6386	6386	computation
6390	6390	computation
6401	6401	computation
6402	6402	computation
6403	6403	computation
6404	6404	computation
6406	6406	computation
6407	6407	computation
6408	6408	computation
6411	6411	computation
6412	6412	computation
6413	6413	computation
6417	6417	computation
6426	192489	computation
6432	6432	computation
6433	6432	computation
6435	6435	computation
6436	6436	computation
6437	6437	computation
6438	72567	computation
6439	72567	computation
6443	6443	computation
6446	58448	computation
6447	58448	computation
6449	6449	computation
6450	6450	computation
6451	6451	computation
6453	6453	computation
6459	6459	computation
6469	6469	computation
6474	6474	computation
6478	6478	computation
6482	6482	computation
6483	6483	computation
6484	533015	computation
6485	58448	computation
6489	6489	computation
6498	67026	computation
6499	67031	computation
6504	17544	computation
6510	144374	computation
6514	6514	computation
6520	6520	computation
6527	6527	computation
6530	6530	computation
6531	6531	computation
6532	86969	computation
6533	86969	computation
6538	6538	computation
6539	6539	computation
6540	6540	computation
6541	149504	computation
6542	6542	computation
6543	6543	computation
6547	6547	computation
6554	6554	computation
6559	6559	computation
6560	6560	computation
6562	6562	computation
6563	6563	computation
6564	6564	computation
6565	6565	computation
6568	6568	computation
6570	6570	computation
6572	58927	computation
6574	134343	computation
6575	6575	computation
6586	6586	computation
6600	6600	computation
6602	6602	computation
6612	6612	computation
6613	6613	computation
6614	6614	computation
6615	6615	computation
6616	6616	computation
6620	6620	computation
6628	6628	computation
6629	6629	computation
6630	6630	computation
6631	6631	computation
6632	6632	computation
6636	18420	computation
6637	18420	computation
6640	6640	computation
6641	6641	computation
6643	6643	computation
6644	6644	computation
6645	6645	computation
6646	6646	computation
6647	6647	computation
6650	15595	computation
6674	144781	computation
6679	6679	computation
6689	6689	computation
6692	6692	computation
6693	6693	computation
6694	6694	computation
6695	6695	computation
6696	6696	computation
6697	6697	computation
6698	6698	computation
6699	6699	computation
6701	6701	computation
6702	6702	computation
6703	6703	computation
6704	6704	computation
6710	76230	computation
6711	76230	computation
6714	6714	computation
6715	6715	computation
6716	6716	computation
6720	6720	computation
6722	6722	computation
6723	6723	computation
6725	6725	computation
6726	6726	computation
6728	6728	computation
6731	6731	computation
6734	6734	computation
6735	6735	computation
6737	6737	computation
6738	6738	computation
6739	6739	computation
6740	6740	computation
6746	6746	computation
6750	6750	computation
6751	6751	computation
6752	94411	computation
6753	94411	computation
6754	149471	computation
6757	6757	computation
6758	6758	computation
6761	6761	computation
6763	90220	computation
6764	6764	computation
6775	20551	computation
6783	6783	computation
6784	6784	computation
6785	6785	computation
6786	6786	computation
6791	6791	computation
6796	6796	computation
6797	6797	computation
6798	6798	computation
6803	6803	computation
6804	6804	computation
6809	132297	computation
6810	6810	computation
6817	6817	computation
6818	6817	computation
6821	6821	computation
6824	6824	computation
6825	606565	computation
6827	52064	computation
6834	102216	computation
6835	6835	computation
6836	6836	computation
6841	6841	computation
6842	6842	computation
6843	6843	computation
6846	6846	computation
6847	6847	computation
6852	6852	computation
6854	6854	computation
6856	6856	computation
6857	6857	computation
6859	6859	computation
6863	6863	computation
6872	43830	computation
6877	6877	computation
6884	58252	computation
6886	6886	computation
6888	6888	computation
6889	6889	computation
6891	6891	computation
6895	6895	computation
6896	6896	computation
6899	61170	computation
6900	6900	computation
6901	6900	computation
6907	6907	computation
6908	6908	computation
6909	6909	computation
6914	6914	computation
6915	6915	computation
6918	6918	computation
6919	52066	computation
6921	6921	computation
6922	6922	computation
6926	6926	computation
6927	6927	computation
6928	6928	computation
6929	6929	computation
6931	6931	computation
6932	6931	computation
6933	73243	computation
6936	6936	computation
6937	6937	computation
6941	144373	computation
6942	6942	computation
6949	6949	computation
6950	6950	computation
6951	6951	computation
6954	6954	computation
6958	6958	computation
6959	6958	computation
6962	6962	computation
6963	6963	computation
6964	6964	computation
6965	6965	computation
6966	6965	computation
6970	6970	computation
6989	6989	computation
6990	6990	computation
6991	6991	computation
6993	49165	computation
6994	6994	computation
6995	6995	computation
6997	6997	computation
6999	6999	computation
7000	7000	computation
7002	7002	computation
7003	58097	computation
7012	7012	computation
7014	7014	computation
7016	7016	computation
7017	7017	computation
7018	7018	computation
7020	7020	computation
7022	7022	computation
7023	7023	computation
7024	7024	computation
7025	145790	computation
7034	7034	computation
7037	7037	computation
7038	7038	computation
7039	7039	computation
7051	7051	computation
7055	7055	computation
7070	46020	computation
7071	7071	computation
7087	7087	computation
7088	7088	computation
7091	18277	computation
7100	7100	computation
7102	7102	computation
7161	7161	computation
7188	7188	computation
7189	7189	computation
7190	7190	computation
7192	7192	computation
7203	7203	computation
7207	7207	computation
7209	7209	computation
7219	7219	computation
7266	7266	computation
7268	7268	computation
7274	58928	computation
7281	7281	computation
7282	7282	computation
7285	15917	computation
7307	7307	computation
7315	7315	computation
7329	7329	computation
7347	149625	computation
7351	58929	computation
7383	7383	computation
7386	7386	computation
7417	7417	computation
7421	7421	computation
7437	7437	computation
7438	7438	computation
7441	7441	computation
7443	7443	computation
7447	51918	computation
7448	51918	computation
7453	7453	computation
7459	90756	computation
7466	7466	computation
7467	7467	computation
7468	7468	computation
7475	7475	computation
7476	59527	computation
7477	59527	computation
7489	65076	computation
7491	7491	computation
7492	51029	computation
7493	51029	computation
7496	78767	computation
7497	78767	computation
7502	7502	computation
7505	7505	computation
7506	7506	computation
7508	87835	computation
7510	59950	computation
7512	7512	computation
7514	7514	computation
7516	7514	computation
7518	7518	computation
7519	7519	computation
7520	7520	computation
7524	7524	computation
7540	63069	computation
7542	147362	computation
7545	192756	computation
7564	7564	computation
7565	7565	computation
7566	7566	computation
7567	7567	computation
7570	7570	computation
7573	7573	computation
7575	7575	computation
7576	75270	computation
7578	7578	computation
7581	7581	computation
7582	7582	computation
7586	7586	computation
7590	7590	computation
7596	7596	computation
7599	7599	computation
7600	7600	computation
7601	7601	computation
7602	7602	computation
7603	7603	computation
7607	7607	computation
7609	7609	computation
7610	7610	computation
7611	7611	computation
7612	7612	computation
7613	7613	computation
7614	7614	computation
7621	77618	computation
7625	7625	computation
7627	7627	computation
7628	7628	computation
7630	7630	computation
7632	193063	computation
7635	7635	computation
7637	7637	computation
7639	7639	computation
7671	132989	computation
7676	7676	computation
7683	7683	computation
7687	7687	computation
7713	7713	computation
7715	7715	computation
7716	7716	computation
7719	166829	computation
7725	7725	computation
7729	7729	computation
7730	7730	computation
7732	7732	computation
7747	7747	computation
7751	7751	computation
7752	7752	computation
7753	7753	computation
7767	7767	computation
7770	63719	computation
7775	7775	computation
7776	7776	computation
7777	7777	computation
7778	7778	computation
7779	7779	computation
7783	7783	computation
7785	7785	computation
7794	67140	computation
7795	7795	computation
7797	7797	computation
7800	7800	computation
7803	7803	computation
7804	7804	computation
7806	7806	computation
7808	7808	computation
7809	52132	computation
7810	52132	computation
7815	58931	computation
7820	7820	computation
7821	50187	computation
7823	7823	computation
7824	7824	computation
7825	7825	computation
7826	7825	computation
7847	7847	computation
7852	134686	computation
7855	7855	computation
7858	7858	computation
7859	134686	computation
7862	77716	computation
7863	77716	computation
7864	7864	computation
7870	7870	computation
7879	7879	computation
7883	7883	computation
7886	7886	computation
7888	7888	computation
7889	7889	computation
7891	7891	computation
7892	7892	computation
7894	7894	computation
7896	7896	computation
7901	7901	computation
7906	7906	computation
7907	7907	computation
7908	7907	computation
7912	7912	computation
